tipo,i,j,t,ativo,valor,F_max,b,R,c_loss,eta_ch,eta_dis,P_ch_max,P_dis_max,E_min,E_max,E0,c_ch,c_dis
DEMANDA,7.0,,1.0,,0.216614,,,,,,,,,,,,,
DEMANDA,8.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,9.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,10.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,11.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,12.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,13.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,14.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,15.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,16.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,17.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,18.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,19.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,20.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,21.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,22.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,23.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,24.0,,1.0,,0.216614,,,,,,,,,,,,,
DEMANDA,25.0,,1.0,,0.216614,,,,,,,,,,,,,
DEMANDA,26.0,,1.0,,0.216614,,,,,,,,,,,,,
DEMANDA,27.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,28.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,29.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,30.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,31.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,32.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,33.0,,1.0,,0.072205,,,,,,,,,,,,,
DEMANDA,1.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,2.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,3.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,4.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,5.0,,2.0,,0.221499,,,,,,,,,,,,,
DEMANDA,6.0,,2.0,,0.221499,,,,,,,,,,,,,
DEMANDA,7.0,,2.0,,0.221499,,,,,,,,,,,,,
DEMANDA,8.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,9.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,10.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,11.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,12.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,13.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,14.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,15.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,16.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,17.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,18.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,19.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,20.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,21.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,22.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,23.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,24.0,,2.0,,0.221499,,,,,,,,,,,,,
DEMANDA,25.0,,2.0,,0.221499,,,,,,,,,,,,,
DEMANDA,26.0,,2.0,,0.221499,,,,,,,,,,,,,
DEMANDA,27.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,28.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,29.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,30.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,31.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,32.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,33.0,,2.0,,0.073833,,,,,,,,,,,,,
DEMANDA,1.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,2.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,3.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,4.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,5.0,,3.0,,0.225042,,,,,,,,,,,,,
DEMANDA,6.0,,3.0,,0.225042,,,,,,,,,,,,,
DEMANDA,7.0,,3.0,,0.225042,,,,,,,,,,,,,
DEMANDA,8.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,9.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,10.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,11.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,12.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,13.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,14.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,15.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,16.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,17.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,18.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,19.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,20.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,21.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,22.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,23.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,24.0,,3.0,,0.225042,,,,,,,,,,,,,
DEMANDA,25.0,,3.0,,0.225042,,,,,,,,,,,,,
DEMANDA,26.0,,3.0,,0.225042,,,,,,,,,,,,,
DEMANDA,27.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,28.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,29.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,30.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,31.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,32.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,33.0,,3.0,,0.075014,,,,,,,,,,,,,
DEMANDA,1.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,2.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,3.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,4.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,5.0,,4.0,,0.22667,,,,,,,,,,,,,
DEMANDA,6.0,,4.0,,0.22667,,,,,,,,,,,,,
DEMANDA,7.0,,4.0,,0.22667,,,,,,,,,,,,,
DEMANDA,8.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,9.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,10.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,11.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,12.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,13.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,14.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,15.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,16.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,17.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,18.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,19.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,20.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,21.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,22.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,23.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,24.0,,4.0,,0.22667,,,,,,,,,,,,,
DEMANDA,25.0,,4.0,,0.22667,,,,,,,,,,,,,
DEMANDA,26.0,,4.0,,0.22667,,,,,,,,,,,,,
DEMANDA,27.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,28.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,29.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,30.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,31.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,32.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,33.0,,4.0,,0.075557,,,,,,,,,,,,,
DEMANDA,1.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,2.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,3.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,4.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,5.0,,5.0,,0.224469,,,,,,,,,,,,,
DEMANDA,6.0,,5.0,,0.224469,,,,,,,,,,,,,
DEMANDA,7.0,,5.0,,0.224469,,,,,,,,,,,,,
DEMANDA,8.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,9.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,10.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,11.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,12.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,13.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,14.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,15.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,16.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,17.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,18.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,19.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,20.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,21.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,22.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,23.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,24.0,,5.0,,0.224469,,,,,,,,,,,,,
DEMANDA,25.0,,5.0,,0.224469,,,,,,,,,,,,,
DEMANDA,26.0,,5.0,,0.224469,,,,,,,,,,,,,
DEMANDA,27.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,28.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,29.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,30.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,31.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,32.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,33.0,,5.0,,0.074823,,,,,,,,,,,,,
DEMANDA,1.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,2.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,3.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,4.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,5.0,,6.0,,0.211612,,,,,,,,,,,,,
DEMANDA,6.0,,6.0,,0.211612,,,,,,,,,,,,,
DEMANDA,7.0,,6.0,,0.211612,,,,,,,,,,,,,
DEMANDA,8.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,9.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,10.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,11.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,12.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,13.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,14.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,15.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,16.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,17.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,18.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,19.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,20.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,21.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,22.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,23.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,24.0,,6.0,,0.211612,,,,,,,,,,,,,
DEMANDA,25.0,,6.0,,0.211612,,,,,,,,,,,,,
DEMANDA,26.0,,6.0,,0.211612,,,,,,,,,,,,,
DEMANDA,27.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,28.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,29.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,30.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,31.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,32.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,33.0,,6.0,,0.070537,,,,,,,,,,,,,
DEMANDA,1.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,2.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,3.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,4.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,5.0,,7.0,,0.195602,,,,,,,,,,,,,
DEMANDA,6.0,,7.0,,0.195602,,,,,,,,,,,,,
DEMANDA,7.0,,7.0,,0.195602,,,,,,,,,,,,,
DEMANDA,8.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,9.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,10.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,11.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,12.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,13.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,14.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,15.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,16.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,17.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,18.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,19.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,20.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,21.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,22.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,23.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,24.0,,7.0,,0.195602,,,,,,,,,,,,,
DEMANDA,25.0,,7.0,,0.195602,,,,,,,,,,,,,
DEMANDA,26.0,,7.0,,0.195602,,,,,,,,,,,,,
DEMANDA,27.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,28.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,29.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,30.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,31.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,32.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,33.0,,7.0,,0.065201,,,,,,,,,,,,,
DEMANDA,1.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,2.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,3.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,4.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,5.0,,8.0,,0.191917,,,,,,,,,,,,,
DEMANDA,6.0,,8.0,,0.191917,,,,,,,,,,,,,
DEMANDA,7.0,,8.0,,0.191917,,,,,,,,,,,,,
DEMANDA,8.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,9.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,10.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,11.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,12.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,13.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,14.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,15.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,16.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,17.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,18.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,19.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,20.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,21.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,22.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,23.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,24.0,,8.0,,0.191917,,,,,,,,,,,,,
DEMANDA,25.0,,8.0,,0.191917,,,,,,,,,,,,,
DEMANDA,26.0,,8.0,,0.191917,,,,,,,,,,,,,
DEMANDA,27.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,28.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,29.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,30.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,31.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,32.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,33.0,,8.0,,0.063972,,,,,,,,,,,,,
DEMANDA,1.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,2.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,3.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,4.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,5.0,,9.0,,0.185244,,,,,,,,,,,,,
DEMANDA,6.0,,9.0,,0.185244,,,,,,,,,,,,,
DEMANDA,7.0,,9.0,,0.185244,,,,,,,,,,,,,
DEMANDA,8.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,9.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,10.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,11.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,12.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,13.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,14.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,15.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,16.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,17.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,18.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,19.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,20.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,21.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,22.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,23.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,24.0,,9.0,,0.185244,,,,,,,,,,,,,
DEMANDA,25.0,,9.0,,0.185244,,,,,,,,,,,,,
DEMANDA,26.0,,9.0,,0.185244,,,,,,,,,,,,,
DEMANDA,27.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,28.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,29.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,30.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,31.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,32.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,33.0,,9.0,,0.061748,,,,,,,,,,,,,
DEMANDA,1.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,2.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,3.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,4.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,5.0,,10.0,,0.18098,,,,,,,,,,,,,
DEMANDA,6.0,,10.0,,0.18098,,,,,,,,,,,,,
DEMANDA,7.0,,10.0,,0.18098,,,,,,,,,,,,,
DEMANDA,8.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,9.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,10.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,11.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,12.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,13.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,14.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,15.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,16.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,17.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,18.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,19.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,20.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,21.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,22.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,23.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,24.0,,10.0,,0.18098,,,,,,,,,,,,,
DEMANDA,25.0,,10.0,,0.18098,,,,,,,,,,,,,
DEMANDA,26.0,,10.0,,0.18098,,,,,,,,,,,,,
DEMANDA,27.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,28.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,29.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,30.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,31.0,,10.0,,0.060327,,,,,,,,,,,,,
DEMANDA,32.0,,10.0,,0.060327,,,,,,,,,,,,,
