tipo,i,j,t,ativo,valor,F_max,b,R,c_loss,eta_ch,eta_dis,P_ch_max,P_dis_max,E_min,E_max,E0,c_ch,c_dis
DEMANDA,7.0,,1.0,,0.174924,,,,,,,,,,,,,
DEMANDA,8.0,,1.0,,0.174924,,,,,,,,,,,,,
DEMANDA,9.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,10.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,11.0,,1.0,,0.039358,,,,,,,,,,,,,
DEMANDA,12.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,13.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,14.0,,1.0,,0.104954,,,,,,,,,,,,,
DEMANDA,15.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,16.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,17.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,18.0,,1.0,,0.078716,,,,,,,,,,,,,
DEMANDA,19.0,,1.0,,0.078716,,,,,,,,,,,,,
DEMANDA,20.0,,1.0,,0.078716,,,,,,,,,,,,,
DEMANDA,21.0,,1.0,,0.078716,,,,,,,,,,,,,
DEMANDA,22.0,,1.0,,0.078716,,,,,,,,,,,,,
DEMANDA,23.0,,1.0,,0.078716,,,,,,,,,,,,,
DEMANDA,24.0,,1.0,,0.367339,,,,,,,,,,,,,
DEMANDA,25.0,,1.0,,0.367339,,,,,,,,,,,,,
DEMANDA,26.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,27.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,28.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,29.0,,1.0,,0.104954,,,,,,,,,,,,,
DEMANDA,30.0,,1.0,,0.174924,,,,,,,,,,,,,
DEMANDA,31.0,,1.0,,0.131193,,,,,,,,,,,,,
DEMANDA,32.0,,1.0,,0.18367,,,,,,,,,,,,,
DEMANDA,33.0,,1.0,,0.052477,,,,,,,,,,,,,
DEMANDA,1.0,,2.0,,0.0,,,,,,,,,,,,,
DEMANDA,2.0,,2.0,,0.089434,,,,,,,,,,,,,
DEMANDA,3.0,,2.0,,0.080491,,,,,,,,,,,,,
DEMANDA,4.0,,2.0,,0.107321,,,,,,,,,,,,,
DEMANDA,5.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,6.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,7.0,,2.0,,0.178869,,,,,,,,,,,,,
DEMANDA,8.0,,2.0,,0.178869,,,,,,,,,,,,,
DEMANDA,9.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,10.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,11.0,,2.0,,0.040245,,,,,,,,,,,,,
DEMANDA,12.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,13.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,14.0,,2.0,,0.107321,,,,,,,,,,,,,
DEMANDA,15.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,16.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,17.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,18.0,,2.0,,0.080491,,,,,,,,,,,,,
DEMANDA,19.0,,2.0,,0.080491,,,,,,,,,,,,,
DEMANDA,20.0,,2.0,,0.080491,,,,,,,,,,,,,
DEMANDA,21.0,,2.0,,0.080491,,,,,,,,,,,,,
DEMANDA,22.0,,2.0,,0.080491,,,,,,,,,,,,,
DEMANDA,23.0,,2.0,,0.080491,,,,,,,,,,,,,
DEMANDA,24.0,,2.0,,0.375624,,,,,,,,,,,,,
DEMANDA,25.0,,2.0,,0.375624,,,,,,,,,,,,,
DEMANDA,26.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,27.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,28.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,29.0,,2.0,,0.107321,,,,,,,,,,,,,
DEMANDA,30.0,,2.0,,0.178869,,,,,,,,,,,,,
DEMANDA,31.0,,2.0,,0.134151,,,,,,,,,,,,,
DEMANDA,32.0,,2.0,,0.187812,,,,,,,,,,,,,
DEMANDA,33.0,,2.0,,0.053661,,,,,,,,,,,,,
DEMANDA,1.0,,3.0,,0.0,,,,,,,,,,,,,
DEMANDA,2.0,,3.0,,0.090865,,,,,,,,,,,,,
DEMANDA,3.0,,3.0,,0.081778,,,,,,,,,,,,,
DEMANDA,4.0,,3.0,,0.109038,,,,,,,,,,,,,
DEMANDA,5.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,6.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,7.0,,3.0,,0.181729,,,,,,,,,,,,,
DEMANDA,8.0,,3.0,,0.181729,,,,,,,,,,,,,
DEMANDA,9.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,10.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,11.0,,3.0,,0.040889,,,,,,,,,,,,,
DEMANDA,12.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,13.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,14.0,,3.0,,0.109038,,,,,,,,,,,,,
DEMANDA,15.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,16.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,17.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,18.0,,3.0,,0.081778,,,,,,,,,,,,,
DEMANDA,19.0,,3.0,,0.081778,,,,,,,,,,,,,
DEMANDA,20.0,,3.0,,0.081778,,,,,,,,,,,,,
DEMANDA,21.0,,3.0,,0.081778,,,,,,,,,,,,,
DEMANDA,22.0,,3.0,,0.081778,,,,,,,,,,,,,
DEMANDA,23.0,,3.0,,0.081778,,,,,,,,,,,,,
DEMANDA,24.0,,3.0,,0.381632,,,,,,,,,,,,,
DEMANDA,25.0,,3.0,,0.381632,,,,,,,,,,,,,
DEMANDA,26.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,27.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,28.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,29.0,,3.0,,0.109038,,,,,,,,,,,,,
DEMANDA,30.0,,3.0,,0.181729,,,,,,,,,,,,,
DEMANDA,31.0,,3.0,,0.136297,,,,,,,,,,,,,
DEMANDA,32.0,,3.0,,0.190816,,,,,,,,,,,,,
DEMANDA,33.0,,3.0,,0.054519,,,,,,,,,,,,,
DEMANDA,1.0,,4.0,,0.0,,,,,,,,,,,,,
DEMANDA,2.0,,4.0,,0.091522,,,,,,,,,,,,,
DEMANDA,3.0,,4.0,,0.08237,,,,,,,,,,,,,
DEMANDA,4.0,,4.0,,0.109827,,,,,,,,,,,,,
DEMANDA,5.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,6.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,7.0,,4.0,,0.183044,,,,,,,,,,,,,
DEMANDA,8.0,,4.0,,0.183044,,,,,,,,,,,,,
DEMANDA,9.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,10.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,11.0,,4.0,,0.041185,,,,,,,,,,,,,
DEMANDA,12.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,13.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,14.0,,4.0,,0.109827,,,,,,,,,,,,,
DEMANDA,15.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,16.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,17.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,18.0,,4.0,,0.08237,,,,,,,,,,,,,
DEMANDA,19.0,,4.0,,0.08237,,,,,,,,,,,,,
DEMANDA,20.0,,4.0,,0.08237,,,,,,,,,,,,,
DEMANDA,21.0,,4.0,,0.08237,,,,,,,,,,,,,
DEMANDA,22.0,,4.0,,0.08237,,,,,,,,,,,,,
DEMANDA,23.0,,4.0,,0.08237,,,,,,,,,,,,,
DEMANDA,24.0,,4.0,,0.384393,,,,,,,,,,,,,
DEMANDA,25.0,,4.0,,0.384393,,,,,,,,,,,,,
DEMANDA,26.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,27.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,28.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,29.0,,4.0,,0.109827,,,,,,,,,,,,,
DEMANDA,30.0,,4.0,,0.183044,,,,,,,,,,,,,
DEMANDA,31.0,,4.0,,0.137283,,,,,,,,,,,,,
DEMANDA,32.0,,4.0,,0.192197,,,,,,,,,,,,,
DEMANDA,33.0,,4.0,,0.054913,,,,,,,,,,,,,
DEMANDA,1.0,,5.0,,0.0,,,,,,,,,,,,,
DEMANDA,2.0,,5.0,,0.090634,,,,,,,,,,,,,
DEMANDA,3.0,,5.0,,0.08157,,,,,,,,,,,,,
DEMANDA,4.0,,5.0,,0.10876,,,,,,,,,,,,,
DEMANDA,5.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,6.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,7.0,,5.0,,0.181267,,,,,,,,,,,,,
DEMANDA,8.0,,5.0,,0.181267,,,,,,,,,,,,,
DEMANDA,9.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,10.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,11.0,,5.0,,0.040785,,,,,,,,,,,,,
DEMANDA,12.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,13.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,14.0,,5.0,,0.10876,,,,,,,,,,,,,
DEMANDA,15.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,16.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,17.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,18.0,,5.0,,0.08157,,,,,,,,,,,,,
DEMANDA,19.0,,5.0,,0.08157,,,,,,,,,,,,,
DEMANDA,20.0,,5.0,,0.08157,,,,,,,,,,,,,
DEMANDA,21.0,,5.0,,0.08157,,,,,,,,,,,,,
DEMANDA,22.0,,5.0,,0.08157,,,,,,,,,,,,,
DEMANDA,23.0,,5.0,,0.08157,,,,,,,,,,,,,
DEMANDA,24.0,,5.0,,0.380661,,,,,,,,,,,,,
DEMANDA,25.0,,5.0,,0.380661,,,,,,,,,,,,,
DEMANDA,26.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,27.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,28.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,29.0,,5.0,,0.10876,,,,,,,,,,,,,
DEMANDA,30.0,,5.0,,0.181267,,,,,,,,,,,,,
DEMANDA,31.0,,5.0,,0.13595,,,,,,,,,,,,,
DEMANDA,32.0,,5.0,,0.19033,,,,,,,,,,,,,
DEMANDA,33.0,,5.0,,0.05438,,,,,,,,,,,,,
DEMANDA,1.0,,6.0,,0.0,,,,,,,,,,,,,
DEMANDA,2.0,,6.0,,0.085442,,,,,,,,,,,,,
DEMANDA,3.0,,6.0,,0.076898,,,,,,,,,,,,,
DEMANDA,4.0,,6.0,,0.102531,,,,,,,,,,,,,
DEMANDA,5.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,6.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,7.0,,6.0,,0.170885,,,,,,,,,,,,,
DEMANDA,8.0,,6.0,,0.170885,,,,,,,,,,,,,
DEMANDA,9.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,10.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,11.0,,6.0,,0.038449,,,,,,,,,,,,,
DEMANDA,12.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,13.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,14.0,,6.0,,0.102531,,,,,,,,,,,,,
DEMANDA,15.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,16.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,17.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,18.0,,6.0,,0.076898,,,,,,,,,,,,,
DEMANDA,19.0,,6.0,,0.076898,,,,,,,,,,,,,
DEMANDA,20.0,,6.0,,0.076898,,,,,,,,,,,,,
DEMANDA,21.0,,6.0,,0.076898,,,,,,,,,,,,,
DEMANDA,22.0,,6.0,,0.076898,,,,,,,,,,,,,
DEMANDA,23.0,,6.0,,0.076898,,,,,,,,,,,,,
DEMANDA,24.0,,6.0,,0.358858,,,,,,,,,,,,,
DEMANDA,25.0,,6.0,,0.358858,,,,,,,,,,,,,
DEMANDA,26.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,27.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,28.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,29.0,,6.0,,0.102531,,,,,,,,,,,,,
DEMANDA,30.0,,6.0,,0.170885,,,,,,,,,,,,,
DEMANDA,31.0,,6.0,,0.128163,,,,,,,,,,,,,
DEMANDA,32.0,,6.0,,0.179429,,,,,,,,,,,,,
DEMANDA,33.0,,6.0,,0.051265,,,,,,,,,,,,,
DEMANDA,1.0,,7.0,,0.0,,,,,,,,,,,,,
DEMANDA,2.0,,7.0,,0.078978,,,,,,,,,,,,,
DEMANDA,3.0,,7.0,,0.07108,,,,,,,,,,,,,
DEMANDA,4.0,,7.0,,0.094773,,,,,,,,,,,,,
DEMANDA,5.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,6.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,7.0,,7.0,,0.157956,,,,,,,,,,,,,
DEMANDA,8.0,,7.0,,0.157956,,,,,,,,,,,,,
DEMANDA,9.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,10.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,11.0,,7.0,,0.03554,,,,,,,,,,,,,
DEMANDA,12.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,13.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,14.0,,7.0,,0.094773,,,,,,,,,,,,,
DEMANDA,15.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,16.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,17.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,18.0,,7.0,,0.07108,,,,,,,,,,,,,
DEMANDA,19.0,,7.0,,0.07108,,,,,,,,,,,,,
DEMANDA,20.0,,7.0,,0.07108,,,,,,,,,,,,,
DEMANDA,21.0,,7.0,,0.07108,,,,,,,,,,,,,
DEMANDA,22.0,,7.0,,0.07108,,,,,,,,,,,,,
DEMANDA,23.0,,7.0,,0.07108,,,,,,,,,,,,,
DEMANDA,24.0,,7.0,,0.331707,,,,,,,,,,,,,
DEMANDA,25.0,,7.0,,0.331707,,,,,,,,,,,,,
DEMANDA,26.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,27.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,28.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,29.0,,7.0,,0.094773,,,,,,,,,,,,,
DEMANDA,30.0,,7.0,,0.157956,,,,,,,,,,,,,
DEMANDA,31.0,,7.0,,0.118467,,,,,,,,,,,,,
DEMANDA,32.0,,7.0,,0.165854,,,,,,,,,,,,,
DEMANDA,33.0,,7.0,,0.047387,,,,,,,,,,,,,
DEMANDA,1.0,,8.0,,0.0,,,,,,,,,,,,,
DEMANDA,2.0,,8.0,,0.07749,,,,,,,,,,,,,
DEMANDA,3.0,,8.0,,0.069741,,,,,,,,,,,,,
DEMANDA,4.0,,8.0,,0.092988,,,,,,,,,,,,,
DEMANDA,5.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,6.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,7.0,,8.0,,0.15498,,,,,,,,,,,,,
DEMANDA,8.0,,8.0,,0.15498,,,,,,,,,,,,,
DEMANDA,9.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,10.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,11.0,,8.0,,0.034871,,,,,,,,,,,,,
DEMANDA,12.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,13.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,14.0,,8.0,,0.092988,,,,,,,,,,,,,
DEMANDA,15.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,16.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,17.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,18.0,,8.0,,0.069741,,,,,,,,,,,,,
DEMANDA,19.0,,8.0,,0.069741,,,,,,,,,,,,,
DEMANDA,20.0,,8.0,,0.069741,,,,,,,,,,,,,
DEMANDA,21.0,,8.0,,0.069741,,,,,,,,,,,,,
DEMANDA,22.0,,8.0,,0.069741,,,,,,,,,,,,,
DEMANDA,23.0,,8.0,,0.069741,,,,,,,,,,,,,
DEMANDA,24.0,,8.0,,0.325459,,,,,,,,,,,,,
DEMANDA,25.0,,8.0,,0.325459,,,,,,,,,,,,,
DEMANDA,26.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,27.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,28.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,29.0,,8.0,,0.092988,,,,,,,,,,,,,
DEMANDA,30.0,,8.0,,0.15498,,,,,,,,,,,,,
DEMANDA,31.0,,8.0,,0.116235,,,,,,,,,,,,,
DEMANDA,32.0,,8.0,,0.162729,,,,,,,,,,,,,
DEMANDA,33.0,,8.0,,0.046494,,,,,,,,,,,,,
DEMANDA,1.0,,9.0,,0.0,,,,,,,,,,,,,
DEMANDA,2.0,,9.0,,0.074796,,,,,,,,,,,,,
DEMANDA,3.0,,9.0,,0.067316,,,,,,,,,,,,,
DEMANDA,4.0,,9.0,,0.089755,,,,,,,,,,,,,
DEMANDA,5.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,6.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,7.0,,9.0,,0.149591,,,,,,,,,,,,,
DEMANDA,8.0,,9.0,,0.149591,,,,,,,,,,,,,
DEMANDA,9.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,10.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,11.0,,9.0,,0.033658,,,,,,,,,,,,,
DEMANDA,12.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,13.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,14.0,,9.0,,0.089755,,,,,,,,,,,,,
DEMANDA,15.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,16.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,17.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,18.0,,9.0,,0.067316,,,,,,,,,,,,,
DEMANDA,19.0,,9.0,,0.067316,,,,,,,,,,,,,
DEMANDA,20.0,,9.0,,0.067316,,,,,,,,,,,,,
DEMANDA,21.0,,9.0,,0.067316,,,,,,,,,,,,,
DEMANDA,22.0,,9.0,,0.067316,,,,,,,,,,,,,
DEMANDA,23.0,,9.0,,0.067316,,,,,,,,,,,,,
DEMANDA,24.0,,9.0,,0.314142,,,,,,,,,,,,,
DEMANDA,25.0,,9.0,,0.314142,,,,,,,,,,,,,
DEMANDA,26.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,27.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,28.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,29.0,,9.0,,0.089755,,,,,,,,,,,,,
DEMANDA,30.0,,9.0,,0.149591,,,,,,,,,,,,,
DEMANDA,31.0,,9.0,,0.112194,,,,,,,,,,,,,
DEMANDA,32.0,,9.0,,0.157071,,,,,,,,,,,,,
DEMANDA,33.0,,9.0,,0.044877,,,,,,,,,,,,,
DEMANDA,1.0,,10.0,,0.0,,,,,,,,,,,,,
DEMANDA,2.0,,10.0,,0.073074,,,,,,,,,,,,,
DEMANDA,3.0,,10.0,,0.065767,,,,,,,,,,,,,
DEMANDA,4.0,,10.0,,0.087689,,,,,,,,,,,,,
DEMANDA,5.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,6.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,7.0,,10.0,,0.146148,,,,,,,,,,,,,
DEMANDA,8.0,,10.0,,0.146148,,,,,,,,,,,,,
DEMANDA,9.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,10.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,11.0,,10.0,,0.032883,,,,,,,,,,,,,
DEMANDA,12.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,13.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,14.0,,10.0,,0.087689,,,,,,,,,,,,,
DEMANDA,15.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,16.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,17.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,18.0,,10.0,,0.065767,,,,,,,,,,,,,
DEMANDA,19.0,,10.0,,0.065767,,,,,,,,,,,,,
DEMANDA,20.0,,10.0,,0.065767,,,,,,,,,,,,,
DEMANDA,21.0,,10.0,,0.065767,,,,,,,,,,,,,
DEMANDA,22.0,,10.0,,0.065767,,,,,,,,,,,,,
DEMANDA,23.0,,10.0,,0.065767,,,,,,,,,,,,,
DEMANDA,24.0,,10.0,,0.30691,,,,,,,,,,,,,
DEMANDA,25.0,,10.0,,0.30691,,,,,,,,,,,,,
DEMANDA,26.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,27.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,28.0,,10.0,,0.043844,,,,,,,,,,,,,
DEMANDA,29.0,,10.0,,0.087689,,,,,,,,,,,,,
DEMANDA,30.0,,10.0,,0.146148,,,,,,,,,,,,,
DEMANDA,31.0,,10.0,,0.109611,,,,,,,,,,,,,
DEMANDA,32.0,,10.0,,0.153455,,,,,,,,,,,,,
