tipo,i,j,t,ativo,valor,F_max,b,R,c_loss,eta_ch,eta_dis,P_ch_max,P_dis_max,E_min,E_max,E0,c_ch,c_dis
SOLAR,25,,3.0,,0.0,,,,,,,,,,,,,
SOLAR,25,,4.0,,0.0,,,,,,,,,,,,,
SOLAR,25,,5.0,,0.0,,,,,,,,,,,,,
SOLAR,25,,6.0,,0.0135,,,,,,,,,,,,,
SOLAR,25,,7.0,,0.054,,,,,,,,,,,,,
SOLAR,25,,8.0,,0.1125,,,,,,,,,,,,,
SOLAR,25,,9.0,,0.2025,,,,,,,,,,,,,
SOLAR,25,,10.0,,0.585,,,,,,,,,,,,,
SOLAR,25,,11.0,,0.72,,,,,,,,,,,,,
SOLAR,25,,12.0,,0.828,,,,,,,,,,,,,
SOLAR,25,,13.0,,0.9,,,,,,,,,,,,,
SOLAR,25,,14.0,,0.864,,,,,,,,,,,,,
SOLAR,25,,15.0,,0.756,,,,,,,,,,,,,
SOLAR,25,,16.0,,0.2925,,,,,,,,,,,,,
SOLAR,25,,17.0,,0.171,,,,,,,,,,,,,
SOLAR,25,,18.0,,0.0675,,,,,,,,,,,,,
SOLAR,25,,19.0,,0.0135,,,,,,,,,,,,,
SOLAR,25,,20.0,,0.0,,,,,,,,,,,,,
SOLAR,25,,21.0,,0.0,,,,,,,,,,,,,
SOLAR,25,,22.0,,0.0,,,,,,,,,,,,,
SOLAR,25,,23.0,,0.0,,,,,,,,,,,,,
SOLAR,25,,24.0,,0.0,,,,,,,,,,,,,
ATIVO,18,,,eolica,,,,,,,,,,,,,,
CUSTO_CURT,18,,,,4000.0,,,,,,,,,,,,,
EOLICA,18,,1.0,,0.306,,,,,,,,,,,,,
EOLICA,18,,2.0,,0.315,,,,,,,,,,,,,
EOLICA,18,,3.0,,0.324,,,,,,,,,,,,,
EOLICA,18,,4.0,,0.222,,,,,,,,,,,,,
EOLICA,18,,5.0,,0.21,,,,,,,,,,,,,
EOLICA,18,,6.0,,0.198,,,,,,,,,,,,,
EOLICA,18,,7.0,,0.18,,,,,,,,,,,,,
EOLICA,18,,8.0,,0.165,,,,,,,,,,,,,
EOLICA,18,,9.0,,0.15,,,,,,,,,,,,,
EOLICA,18,,10.0,,0.138,,,,,,,,,,,,,
EOLICA,18,,11.0,,0.132,,,,,,,,,,,,,
EOLICA,18,,12.0,,0.126,,,,,,,,,,,,,
EOLICA,18,,13.0,,0.12,,,,,,,,,,,,,
EOLICA,18,,14.0,,0.114,,,,,,,,,,,,,
EOLICA,18,,15.0,,0.12,,,,,,,,,,,,,
EOLICA,18,,16.0,,0.135,,,,,,,,,,,,,
EOLICA,18,,17.0,,0.156,,,,,,,,,,,,,
EOLICA,18,,18.0,,0.186,,,,,,,,,,,,,
EOLICA,18,,19.0,,0.216,,,,,,,,,,,,,
EOLICA,18,,20.0,,0.24,,,,,,,,,,,,,
EOLICA,18,,21.0,,0.258,,,,,,,,,,,,,
EOLICA,18,,22.0,,0.405,,,,,,,,,,,,,
EOLICA,18,,23.0,,0.378,,,,,,,,,,,,,
EOLICA,18,,24.0,,0.342,,,,,,,,,,,,,
ATIVO,30,,,eolica,,,,,,,,,,,,,,
CUSTO_CURT,30,,,,4000.0,,,,,,,,,,,,,
EOLICA,30,,1.0,,0.28049999999999997,,,,,,,,,,,,,
EOLICA,30,,2.0,,0.28875,,,,,,,,,,,,,
EOLICA,30,,3.0,,0.29700000000000004,,,,,,,,,,,,,
EOLICA,30,,4.0,,0.2035,,,,,,,,,,,,,
EOLICA,30,,5.0,,0.1925,,,,,,,,,,,,,
EOLICA,30,,6.0,,0.1815,,,,,,,,,,,,,
EOLICA,30,,7.0,,0.165,,,,,,,,,,,,,
EOLICA,30,,8.0,,0.15125,,,,,,,,,,,,,
EOLICA,30,,9.0,,0.1375,,,,,,,,,,,,,
EOLICA,30,,10.0,,0.1265,,,,,,,,,,,,,
EOLICA,30,,11.0,,0.121,,,,,,,,,,,,,
EOLICA,30,,12.0,,0.1155,,,,,,,,,,,,,
EOLICA,30,,13.0,,0.11,,,,,,,,,,,,,
EOLICA,30,,14.0,,0.1045,,,,,,,,,,,,,
EOLICA,30,,15.0,,0.11,,,,,,,,,,,,,
EOLICA,30,,16.0,,0.12375,,,,,,,,,,,,,
EOLICA,30,,17.0,,0.143,,,,,,,,,,,,,
EOLICA,30,,18.0,,0.1705,,,,,,,,,,,,,
EOLICA,30,,19.0,,0.198,,,,,,,,,,,,,
EOLICA,30,,20.0,,0.22,,,,,,,,,,,,,
EOLICA,30,,21.0,,0.2365,,,,,,,,,,,,,
EOLICA,30,,22.0,,0.37124999999999997,,,,,,,,,,,,,
EOLICA,30,,23.0,,0.34650000000000003,,,,,,,,,,,,,
EOLICA,30,,24.0,,0.3135,,,,,,,,,,,,,
ATIVO,6,,,bateria,,,,,,,,,,,,,,
BATERIA,6,,,,,,,,,0.95,0.95,0.2,0.2,0.1,0.5,0.25,12.0,18.0
ATIVO,25,,,bateria,,,,,,,,,,,,,,
BATERIA,25,,,,,,,,,0.95,0.95,0.2,0.2,0.1,0.5,0.25,12.0,18.0
DEMANDA,1,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,2,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,3,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,4,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,5,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,6,,1.0,,0.003463,,,,,,,,,,,,,
DEMANDA,7,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,8,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,9,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,10,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,11,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,12,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,13,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,14,,1.0,,0.003463,,,,,,,,,,,,,
DEMANDA,15,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,16,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,17,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,18,,1.0,,0.003463,,,,,,,,,,,,,
DEMANDA,19,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,20,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,21,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,22,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,23,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,24,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,25,,1.0,,0.003463,,,,,,,,,,,,,
DEMANDA,26,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,27,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,28,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,29,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,30,,1.0,,0.003463,,,,,,,,,,,,,
DEMANDA,31,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,32,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,33,,1.0,,0.115425,,,,,,,,,,,,,
DEMANDA,1,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,2,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,3,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,4,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,5,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,6,,2.0,,0.003541,,,,,,,,,,,,,
DEMANDA,7,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,8,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,9,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,10,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,11,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,12,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,13,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,14,,2.0,,0.003541,,,,,,,,,,,,,
DEMANDA,15,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,16,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,17,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,18,,2.0,,0.003541,,,,,,,,,,,,,
DEMANDA,19,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,20,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,21,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,22,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,23,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,24,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,25,,2.0,,0.003541,,,,,,,,,,,,,
DEMANDA,26,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,27,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,28,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,29,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,30,,2.0,,0.003541,,,,,,,,,,,,,
DEMANDA,31,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,32,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,33,,2.0,,0.118028,,,,,,,,,,,,,
DEMANDA,1,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,2,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,3,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,4,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,5,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,6,,3.0,,0.003597,,,,,,,,,,,,,
DEMANDA,7,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,8,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,9,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,10,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,11,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,12,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,13,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,14,,3.0,,0.003597,,,,,,,,,,,,,
DEMANDA,15,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,16,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,17,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,18,,3.0,,0.003597,,,,,,,,,,,,,
DEMANDA,19,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,20,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,21,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,22,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,23,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,24,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,25,,3.0,,0.003597,,,,,,,,,,,,,
DEMANDA,26,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,27,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,28,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,29,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,30,,3.0,,0.003597,,,,,,,,,,,,,
DEMANDA,31,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,32,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,33,,3.0,,0.119916,,,,,,,,,,,,,
DEMANDA,1,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,2,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,3,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,4,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,5,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,6,,4.0,,0.003623,,,,,,,,,,,,,
DEMANDA,7,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,8,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,9,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,10,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,11,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,12,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,13,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,14,,4.0,,0.003623,,,,,,,,,,,,,
DEMANDA,15,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,16,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,17,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,18,,4.0,,0.003623,,,,,,,,,,,,,
DEMANDA,19,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,20,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,21,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,22,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,23,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,24,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,25,,4.0,,0.003623,,,,,,,,,,,,,
DEMANDA,26,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,27,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,28,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,29,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,30,,4.0,,0.003623,,,,,,,,,,,,,
DEMANDA,31,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,32,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,33,,4.0,,0.120783,,,,,,,,,,,,,
DEMANDA,1,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,2,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,3,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,4,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,5,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,6,,5.0,,0.003588,,,,,,,,,,,,,
DEMANDA,7,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,8,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,9,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,10,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,11,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,12,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,13,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,14,,5.0,,0.003588,,,,,,,,,,,,,
DEMANDA,15,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,16,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,17,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,18,,5.0,,0.003588,,,,,,,,,,,,,
DEMANDA,19,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,20,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,21,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,22,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,23,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,24,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,25,,5.0,,0.003588,,,,,,,,,,,,,
DEMANDA,26,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,27,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,28,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,29,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,30,,5.0,,0.003588,,,,,,,,,,,,,
DEMANDA,31,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,32,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,33,,5.0,,0.119611,,,,,,,,,,,,,
DEMANDA,1,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,2,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,3,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,4,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,5,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,6,,6.0,,0.003383,,,,,,,,,,,,,
DEMANDA,7,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,8,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,9,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,10,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,11,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,12,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,13,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,14,,6.0,,0.003383,,,,,,,,,,,,,
DEMANDA,15,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,16,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,17,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,18,,6.0,,0.003383,,,,,,,,,,,,,
DEMANDA,19,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,20,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,21,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,22,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,23,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,24,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,25,,6.0,,0.003383,,,,,,,,,,,,,
DEMANDA,26,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,27,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,28,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,29,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,30,,6.0,,0.003383,,,,,,,,,,,,,
DEMANDA,31,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,32,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,33,,6.0,,0.11276,,,,,,,,,,,,,
DEMANDA,1,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,2,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,3,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,4,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,5,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,6,,7.0,,0.003127,,,,,,,,,,,,,
DEMANDA,7,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,8,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,9,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,10,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,11,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,12,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,13,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,14,,7.0,,0.003127,,,,,,,,,,,,,
DEMANDA,15,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,16,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,17,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,18,,7.0,,0.003127,,,,,,,,,,,,,
DEMANDA,19,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,20,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,21,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,22,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,23,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,24,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,25,,7.0,,0.003127,,,,,,,,,,,,,
DEMANDA,26,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,27,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,28,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,29,,7.0,,0.104228,,,,,,,,,,,,,
DEMANDA,30,,7.0,,0.003127,,,,,,,,,,,,,
DEMANDA,31,,7.0,,0.104228,,,,,,,,,,,,,
